riversare	[10086015]
fondo	[9944187.0, 9319779, 10056682, 10032709.0, 10412654.0, 10382115.0, 9106986.0, 9381474.0, 9134012.0, 9876667, 9142082, 10382416.0, 10059284, 10405900.0, 10041650.0, 10056766.0, 9698467.0, 9723033, 9484748, 9470588.0, 9764535, 9156868, 10271526.0, 9538021, 10300470, 9493186.0, 10058056.0, 9380332, 9839333, 9712033, 9910980, 9430022.0, 10009440.0, 9413332.0, 9815615.0, 10320634, 10420102.0, 10160502.0, 9008266, 10456437, 9723298.0, 10058206.0, 9767545, 9303087, 9555117, 10230178, 10461035, 10267054.0, 10059992.0, 10060763.0, 9163548, 10058927.0, 9636715.0, 9647938.0, 9017878, 9484779.0, 10180719.0, 10330034.0, 9758737, 9078143, 9518601, 10098462.0, 9667486.0, 9812666.0, 9074273, 9915667, 9098950.0, 9389039.0, 9830311.0, 10061705.0, 10085835.0, 9805375.0, 10468669.0, 10171685, 9456955, 9539202, 9884100, 9307591, 9862997, 9267921.0, 10438818.0, 10324211.0, 9877302, 9429655, 9024674, 9703336, 9882708, 9885742, 9143579, 9919040, 9087656, 9530051, 10100625.0, 10208843.0, 10100875.0, 9648307.0, 10186788.0, 10440622.0, 9884470.0, 10258697.0, 9951897.0, 9938221.0, 10327164.0, 9365499.0, 9623214.0, 9295435.0, 10015660.0, 10418632.0, 9034502, 9446215, 9880072.0, 9196445, 9868256, 9136207.0, 9114645, 9421662.0, 9766285.0, 9954506, 9001936.0, 9043997.0, 9838110.0, 9929538, 9550317.0, 9787862, 9558306, 10344452.0, 9955156, 9653864, 10472026, 9491536.0, 10421083, 9322192, 9969799, 9662608, 9430351.0, 10198994, 9662564, 10154928, 9398033, 10058067.0, 10363033, 10223336.0, 9479782, 9730746, 9524743.0, 9417691, 10420462, 9235576.0, 9012003, 9173392, 9414817, 9239417.0, 9944801.0, 10273506.0, 10318321.0, 10444630.0, 9697518.0, 10100885, 10422970, 9044912.0, 9127213.0, 9171466, 9454867, 10156677, 10230509.0, 9364083.0, 9195083.0, 9080177, 9239002.0, 9199551.0, 10185204, 9367656, 10200203.0, 10294918, 10181297.0, 9719563, 9099079.0, 9670354, 9879758.0, 9332886, 9663262, 10330532, 9081047, 9951932.0, 10442055, 9801579, 9069484.0, 10233167, 9978339, 10200182.0, 10481113.0, 9799340, 9905925, 9136927.0, 9034435, 10331091.0, 9077944, 9922112.0, 9110869, 10205323, 9880073, 9908791, 9430466.0, 10371563, 10371597, 9482151.0, 10086314, 9339930, 9350869.0, 9654567, 9973195, 9512933.0, 9272759, 9098988, 9135014, 10145387, 9541777, 9528019.0, 9528737, 9213691, 9135477.0, 10201220, 9960587.0, 9456800, 9081715, 9692354.0, 9003908, 10119628, 9285623, 9177496, 9155777, 10073304, 9990087, 9397394, 9563538, 9385492.0, 10275610, 10254832.0, 9789278, 10406849, 10042350, 9320105.0, 10015048.0, 9467208, 9309749, 9271240, 10107245, 9644407, 9846626, 9479965, 9086737, 10452019, 9685049, 9975540.0, 10098472.0, 9910209.0, 9186159, 10194180.0, 10105984, 9449288.0, 9255907, 9256858, 10021734.0, 10139366, 9302327, 10321816, 10089042, 9860116, 9918393, 10383560, 9569435.0, 10431394.0, 9789358, 9240015, 9894881.0, 10028268.0, 9828589, 10405818, 10369719, 9379584, 9161634, 9884466.0, 9876453, 9028154.0, 9458134.0, 10163108, 10349073, 9063113, 9026006.0, 9136967, 9675824, 9026592, 10445737.0, 10456196.0, 9569405, 9147801, 9259527, 10072283, 9262763, 10424224, 10424458, 10492555, 9310996, 9204688, 10014355, 9653333.0, 9660926, 10047839, 10369837, 9884600, 9711679.0, 10412693, 10380568, 10054621, 10317124, 9074407, 10176203, 9860370.0, 9482202, 9653704, 10307279, 10396779, 9503974, 9829364, 9914271, 9386542, 9939975, 9526421, 10490286.0, 9487372, 9288161, 9388385, 10466227, 9283401, 10114412, 9653389.0, 10357148, 9817781, 10388213, 9262523, 9575014, 9484332.0, 9092115, 9837431.0, 9962018, 9668677, 9052287, 10364274, 9562736, 10448846, 9064671, 9305451, 9059345, 9556278, 9483286, 10113471, 9099157, 9649584, 9080474, 10086580, 10461430, 10039960, 10109252, 9001424, 10145604, 9880101.0, 10399490, 9096257.0, 10196927.0, 9237383.0, 9429445, 10341245, 9674363, 9314961, 9457211, 9526480, 10370965, 10348535, 10200967, 10031451, 10364790, 9745792, 9744718.0, 10248258, 10028409, 9320162, 9133660, 9268197.0, 9619785, 9345386, 9347840, 9794889, 9831819, 10471414, 10258685.0, 9794420.0, 9761166.0, 10025745.0, 9037212.0, 9663020.0, 9414214.0, 9558353.0, 10329240, 9947675, 9381332.0, 9346447.0, 9102676.0, 9861546.0, 10023137.0, 10338953.0, 9115028, 9944420.0, 9410742, 9402821.0, 9943149, 9921491.0, 10361143.0, 9398440.0, 9510645, 10444886.0, 9715817, 9884734.0, 9805303.0, 9732913, 9823591.0, 9595560.0, 9711757, 9260552.0, 9043986.0, 10001593.0, 10483433, 9125394.0, 9625588.0, 9766528, 9336615.0, 9556815, 9405559, 9974313, 9687880.0, 10005999.0, 9060323.0, 10061064.0, 9970526.0, 9149456.0, 10459792, 10202876.0, 9189844.0, 9038563, 9468145, 9985650.0, 9430217.0, 10437237, 9339740, 9916785, 9929350, 9568073, 9126962, 10250302, 9618744, 9856935.0, 9321115, 9058413.0, 9287432.0, 9947658.0, 9746381, 9555066, 10028859.0, 9316510, 9250883, 10491214, 10404626, 10081423, 9978338.0, 9978461.0, 10460533.0, 9201513.0, 9351224, 9557354, 10175896.0, 9268045, 9270250, 9303494, 9561317, 9082340.0, 9185479.0, 9918376, 9152077.0, 10301815, 9140722.0, 9396820, 9758662, 9068179, 9283245, 10289479, 10380743, 9157192, 9823079, 9970424, 9770720.0, 9068192, 9119200.0, 9582840, 9824781, 9589917, 9073262, 9364723, 9777262.0, 9840292, 9680352, 9950642.0, 10001332, 10388010, 9468097.0, 10277171, 10312215.0, 9416462, 9202051.0, 9034980, 9291437, 9616974, 9668659, 10102744.0, 9353018.0, 9993299.0, 9514805.0, 9736030, 9981193, 10390345, 10081839.0, 9173825, 9558443, 9405950, 9084546, 9611708, 10487786.0, 9662509, 9132187, 10028710.0, 9380778, 10048815, 9673815, 9127338, 9293162, 10164765.0, 9007374.0, 10234069.0, 9234693.0, 10279317, 10229164, 9568331.0, 10000623.0, 10099850.0, 10109257, 9712198.0, 9041048, 9123057.0, 10492456, 9536331, 9242357, 10043064, 9040418, 10478626.0]
scorpione	[9436754, 9008324, 9748022, 9796425.0, 9793320.0, 9606695, 10383780, 9899173.0, 9796421, 9644588]
fedele	[9470226, 9431635, 9575091, 9795521, 9566945, 9034023, 10304124.0, 9018109, 9544800, 9422104, 10238817, 9619220.0, 9693428, 9251072.0, 9614817.0, 9628337.0, 9601152, 10099310, 9724242.0, 10222698.0, 9307041, 9273602, 9209481.0, 10238818.0, 9003040, 9430351, 9490793.0, 9576126.0, 10009789.0, 9469504.0, 10370663.0, 10406557.0, 9670354, 9698289.0, 9819538, 10009597.0, 9711791, 9003507.0, 9557197.0, 9489366.0, 10356355, 9558373, 9183495, 10265303, 9415369, 10127072, 9724560.0, 10010313, 9145324, 9274242.0, 9668480, 9507166.0, 9335969.0, 9122985.0, 9282097.0, 10087723, 9185741, 9149905, 9066151, 10058313, 9543202, 9479964.0, 10389329, 9365272, 9045869, 9681846, 9290219, 9136949, 9545565, 9992693.0, 10456219, 9778248, 9318338, 9686498.0, 10135390, 9274243, 9972196, 9852275, 10274006, 9972186, 9105464, 10249263.0, 10265195, 9574143.0, 10116730.0, 10071527.0, 10265175.0, 10359852.0, 10321981.0, 9183187.0, 9808213.0, 10304841.0, 10308981.0, 10484358, 9872015.0, 9693929, 9385071, 10101517, 10265469.0, 10145583, 10411267, 9831275, 10298172, 9921122]
svenire	[9642304.0, 10140266.0, 10361221, 9001400, 9286588, 9186431.0, 9061244, 10220577, 9277038, 10054009, 10287008.0, 9252644, 9277034, 9699130, 10195304.0, 9926034, 9096395, 10130620.0, 10253599, 10312441, 9916801, 9011057, 9063954]
angoscia	[10033345.0, 9887495, 10017116, 10433110, 10017117, 9770376, 10009573.0, 9510950, 10009799, 10398094, 10269629.0, 9136907.0, 9726515, 9486600.0, 9191533]
funzionamento	[10373426.0, 10133599, 10168456, 10467503.0, 9253257.0, 9253258.0, 10368428, 9484290.0, 10435058.0, 10114680.0, 10359561, 10437772.0, 9179962, 9015416, 9484296, 10173274.0, 10168354.0, 10186038, 10439025]
bilancia	[10364961.0, 9624153.0, 10153884.0, 9929993, 9540819.0, 9852525]
poveraccio	[9475080, 10393530, 10195233, 9683092, 9717557, 10256900, 10218714, 10423613.0, 9791039, 9394726, 10301466, 9809754, 9497250, 10360820, 10246821.0, 10499804.0, 9497305.0]
foro	[10308147.0, 9156641.0, 10232286.0, 10059094, 10058927.0, 9190247.0, 9606679, 10059095.0, 9236848.0, 9174487.0, 9724120, 9465206.0, 10212689, 9018241, 9059845.0, 9152232, 10316085.0, 9175446.0, 9050771]
manifestare	[10084920, 9949174, 10438450.0, 9671254, 10119210.0, 10432891]
preservare	[10367124, 9671251, 9381199.0, 10121433, 9196773, 9823401, 9879387, 10367118.0, 9628125.0, 9824704, 9768246.0, 10129436]
orecchie	[9408313.0, 9408308.0, 10457264, 9976305, 9046745, 9903695, 9279444.0, 9007721.0, 9409283, 10120591, 9888819.0, 9320011.0, 9799602, 10123610, 9320125.0, 10032896, 9550460, 10202744, 9986537, 10259854, 9221057.0, 9723171, 9313098, 9202658.0, 9458771, 10015211, 10083183, 9959365, 9911613, 10302130, 10154006.0, 10316921.0, 9197197, 10046106, 9879918, 9512070, 9849826, 9629192.0, 9724147.0, 9693434, 9134285.0, 9551282, 9009566.0, 9296595, 9551405, 10316957.0, 10482130, 9290726, 10275821, 9792878, 9214135, 10036657, 9901692, 9436593.0, 9859474.0, 10337541, 9994220.0, 9650550, 9991151.0, 9047005.0, 9792349, 10473948.0, 9840345.0, 9726122, 9117193.0, 10428056.0, 10164378, 9341608.0, 9104163, 10469499, 10019354.0, 10115667, 10213794, 9690822.0, 10159422, 10024291, 9121421, 9090810, 10486363, 9097328.0, 9363094, 10226871, 9643059, 9297703.0, 9351943.0, 10292552.0, 10458154, 10400407.0, 9298335, 9096644, 9926552.0, 9845266, 9800129, 9986545, 9479365, 10265969, 9919669, 9455976, 10378672, 9634128.0, 9438763, 9805825, 9438750, 9042779, 10164274, 10468791, 9163295, 9189260, 9011397, 9107610.0, 9893551, 9121233, 9094294, 9347073.0, 9726348, 10428057, 10250776, 9903982, 9749128, 9422922, 9903984.0, 9049008.0, 9918021.0, 10226872, 9947190, 9688154, 9728296, 10152246, 9094337, 9336751, 10350616, 10227884, 9913421, 9632861.0, 9497411.0, 9689150.0, 9607492.0, 9157438, 10092098.0, 9416048.0, 10352749, 9148946, 10393753, 10165297, 9540970, 10163787, 9013054, 9094535, 9371324, 9886131, 9689149, 10325990, 9186966, 9285435, 9047353, 10156814.0, 10424152, 10079870, 9744473, 9313167, 10164431, 10299913, 9644870, 9445549, 9079455, 9962555, 9848633, 9191822, 9012800, 9591552, 9860066, 10000886, 10099382, 10486370, 9431632, 10151420, 10339087, 9094265, 9629260, 10352742, 9118777, 10207628, 9050328, 10352745, 10019357, 9752139, 10163734, 9961646, 9093639, 9483158, 9854412, 9040800, 9521417, 9189262, 9946716, 9298334, 10359182, 9168043, 9720540, 9186963, 9343430, 9168598.0, 9293147.0, 9415451.0, 9295063.0, 9579368.0, 10184398.0, 10110437.0, 9960035.0, 10094563.0, 9638576.0, 9057331.0, 9569302.0, 9915034.0, 10287985.0, 10295574.0, 9094604, 10488674.0, 9822519.0, 9963031.0, 10284185.0, 10074782, 10194648, 9262057, 9773111, 10227523, 9094264.0, 10294144, 9542067.0, 9526506, 9157407, 9039706, 10206965, 9946748.0, 9426363, 9100326, 10024301, 9094601, 9086793, 9413873.0, 10133792, 10326498, 9438726, 9744463, 9094253, 9176378, 9210775, 9487178, 9555254, 9720976, 10097394]
toscano	[9469224]
riadattare	[]
siberiano	[9293469, 9012637]
radiocollare	[]
successivo	[9522255.0, 10420880, 10032916.0, 10110580.0, 10058009.0, 9816470.0, 10228313, 9927617.0, 9428949.0, 10459989, 9810048.0, 9207222, 9810055.0, 9651370.0, 9207758.0, 9266840.0, 9261022.0, 9420262.0, 9651673.0, 10037886]
prete	[9780616.0, 9555795.0, 9288984, 9412825.0, 9779231.0, 9063051, 9810222.0, 9868212.0, 9018109.0, 10187142.0, 9862282, 10072258, 9413195, 9319825, 9222941.0, 9868167.0, 9242686, 9136062, 9413436.0, 9206436.0, 9394272.0, 9221392.0, 9962855, 9931397.0, 9921035.0, 9050700, 10098476.0, 9223029, 9050686.0, 9050704.0, 9682891, 9270327, 9288963, 9920876, 9205977, 9413111, 10419186, 9856202.0, 9050674, 9222950, 10242015.0, 9411788, 9416760.0, 9411089, 9242111, 9222940.0, 9242178.0, 9411333.0, 10098510, 9718897, 9050809, 10383417, 9778882, 9394392, 9758391.0, 9415901.0, 9766069.0, 9222843.0, 9707805, 10383415, 10393910.0, 9416472, 10213552, 9778860, 9779205, 10186942, 9155679.0, 10186936, 9413375, 9640144, 10323430, 9412560, 9205561, 10165145, 9416060, 9044977, 9556257, 9637503, 10098697, 10301928, 9643974, 10302069.0, 9223545, 9887814, 10246823, 9881949, 9184834, 9704669.0, 9952870, 9601833, 9900855, 9412859, 9365059, 9223537, 9050694, 9800913, 9411515, 9704909, 9943646, 10008500, 10417725, 10098766, 9222998, 9295937, 10489876, 9555750, 9796576.0, 9416693.0, 9223411.0, 9510235.0, 9556700, 10099164, 9621794.0, 9486667.0, 9411951, 10419188.0, 9800914.0, 9726760, 9930583, 10383187.0, 9705114.0, 9050709, 10165146, 9050736, 9999084, 10340053, 9037516.0, 9274099, 9765025.0, 9412195, 9431764.0, 9916290, 9222844.0, 9296699.0, 9223410, 10302044, 9659690, 9411425, 9270451, 9037228, 9223694, 9931309]
munire	[]
enzima	[]
cuoio	[10060823.0, 9220357.0, 9380504.0, 9710042.0, 10266535.0, 10140180, 10174859.0, 9414691, 9362005.0, 9187729.0, 9817261.0, 10140179.0, 9970826, 10323903, 9817263.0, 9146051.0, 9395637.0, 10444617.0, 9812839.0, 9475223.0, 9620709.0, 10311336.0, 9171141, 9406302.0, 10266701.0, 9002400, 9369714]
crollo	[10048693.0, 9661188, 9629171.0, 9556243, 10288084, 9583882, 10098159, 10483401.0, 9426696, 9654695, 9045099]
altitudine	[9935897.0, 9936166.0, 9488956, 9484284.0, 9381219]
antiquario	[10290076, 9157805]
saio (should be VER) is A1	[]
fertilizzante	[9887722.0, 9799647.0]
estinzione	[9877085.0, 10372970.0, 10313656, 9308066]
premiare	[9686200]
passerella	[9599484, 9340249, 9322450, 10447835, 9429445, 9499160, 9599594.0, 9759366, 9499159, 9225131.0, 9912550.0]
poster	[10240633, 9534164, 10418162.0, 9875478, 9290488.0, 9382478, 10478316]
insuccesso	[9935964, 10278792, 10286609.0]
incantevole	[9347333.0, 9061919, 9348494.0, 9184053.0, 9321680.0, 9210225, 9919935.0, 10216814.0, 10216801.0, 9885990, 9163894, 9146540, 9085406.0, 9535093, 9317068, 9348044, 9553453.0, 10217982.0, 10285477, 9186061, 10391813, 9185666, 9355993, 9695372.0, 9148880.0, 9222742, 9443386, 9994410, 9750548, 9707592.0, 9341042.0, 9164529, 9274640, 9925348, 9042710, 9355121, 9806208, 9291154.0]
vinto	[9068792.0, 10049525, 9723033, 9640948, 9692141, 10010521, 9978642, 9818312, 9433698.0, 9151303, 10470307.0, 9752429, 9309275, 9795083, 9400903.0, 9346847.0, 9270003, 9115902, 9144348.0, 10059494, 9778109, 9419142, 9539301, 10162849, 9951842, 9999623, 9828064, 9121566, 9284849.0, 9244372.0, 9070365, 9889205, 10115420.0, 9433714.0, 9679686, 9677887, 9829772.0, 9832020, 9487585, 9392049, 9704045, 9026113, 9409295, 9325349, 9265596, 9687520.0, 9017759.0, 9332886, 9836940.0, 9270226.0, 9936381.0, 9413020.0, 10230146.0, 9156921.0, 10178516, 9752568, 9695442.0, 10156683, 9125094, 9713011, 10046524, 10289397, 9621157, 10492144, 9849693, 9073330, 9943431, 9497865.0, 9614923, 9041792, 9741422, 9380474.0, 9427277, 10073839.0, 10107839, 9159279, 10481441, 9670574, 9677948.0, 9065136.0, 9667124, 10022407.0, 9565402.0, 10011834, 9838224.0, 9189171, 9155027.0, 9703819, 9239007.0, 9404344, 10152552, 9533761, 10003823.0, 9934221, 9961495, 9493638, 9995965, 9547668.0, 9569955, 10350267.0, 9492777, 9154887, 9964385, 10306847, 9203763, 9418909.0, 9954555, 9964665, 10129496, 9415485, 9427424, 9525594, 10176189, 9977984.0, 9120564, 10237872, 9952119, 10253753, 9360999.0, 10186977, 9704042, 9875617, 9320334, 9570364.0, 10458511, 9319336.0, 9360992, 9717994, 9015018, 9215821, 9639704, 9677154, 9215356, 9438305, 9900508.0, 10019401, 9964714, 9903362, 9409303, 9597887, 9647786, 9402305, 9037319, 9249589, 10085247, 9468431, 9927361, 10409773, 9846293, 10220789, 10410580.0, 10086082, 10339167.0, 9929966, 10086103, 9677907, 10401791, 9358826, 10289709, 9979447.0, 9100598.0, 9442576, 9857832, 9366686, 9238389.0, 10214810, 10214811, 9968849, 9198680.0, 10491555, 9712170, 9964876, 10316833, 9151489, 9725076, 10163374, 9250883, 9115777, 10020493, 9309279, 10096283.0, 9924262, 9148831, 9023589, 10235782.0, 10040817, 9960755, 9688102, 9471946, 9474939, 9569909, 9547588, 9677063, 9206042.0, 9964890, 9396532, 9396539, 10000372, 9168621, 9760489, 9312273.0, 10200875, 9315338, 9033759, 9244692, 9100264, 10464855, 10204412, 10191979, 9368107, 10046156, 10350213, 10273511, 9043079, 9629428, 10243740, 9942339, 10073708, 9949435, 9279698, 9833716, 9530754, 9322406, 9012909, 9348434, 9445642, 9160962, 9610015, 10245634, 10325793, 10354891, 10165497, 9540758, 10075873, 9372463, 10316749, 9961503, 9646991, 9139633, 10483198, 9236441, 10499412, 10059050.0, 10073254.0, 9579461.0, 9279392.0, 9608289.0, 9017386, 9017419, 9019252, 9503255, 9657363, 10474368, 10451102.0, 10046152.0, 9299184.0, 9856152, 10043833.0, 10137248.0, 10395290.0, 9845037.0, 10350266.0, 9125705, 9315409.0, 9021224, 9038080, 9934223.0, 10294930.0, 10289675.0, 9843586.0, 9838227.0, 9706412.0, 9617155.0, 9694166.0, 10311588.0, 9049968.0, 9042099.0, 9849699.0, 10367419.0, 9677953, 10082928, 9679675.0, 10165201.0, 10273596.0, 10469419.0, 9572725.0, 10078568.0, 10401528, 9090479, 9351728, 9878665, 10460219, 9096162, 9161078, 9964496, 9021339.0, 9169984, 9429706, 9581110, 9945274.0, 10487514, 9702718, 9429705, 10459497, 9339932, 9951559, 10204323, 10446350, 10496280, 10401527, 9335364, 9933460, 9898555, 9025420, 9025579, 9631943, 10457755, 10073248, 9226759.0, 9543821.0, 9370541.0, 10459500, 9569863, 9547585, 9693135, 9134909, 9319041, 10311820, 10083060, 9500762, 10176726, 10203325, 9761297, 9759618, 10082701, 9448556, 9262444, 9961490, 9961508, 9064917, 9816775, 9072187, 9194700, 10448880, 9364741, 9375814.0, 9569862.0, 9395708, 9722495, 10286303.0, 10093960.0, 10262171, 10295317, 10261554.0, 9316916, 10125315, 9042081, 10036001, 9172865, 10209754, 10294769, 10050249, 9679060, 10013276, 9936108, 10253055, 9945386, 9559662]
spunto	[9953454, 10312951]
cotechino	[9887848]
specializzare	[]
gara	[9536198, 9947349.0, 10049578.0, 9194543.0, 9873382, 9536199, 10420804.0, 10053702.0, 9752429, 9708477.0, 9905964.0, 10380871, 9076884, 10308733, 10350274, 9419142, 9866465, 9889205.0, 10049491.0, 10372561.0, 9283919.0, 10282275, 9283872, 9865816.0, 9947373.0, 10203345.0, 10333690, 9389781, 9792625, 9811816, 10312253, 9872678, 9872680, 9536974, 9889249, 9647787.0, 9270226.0, 10156690.0, 9858519, 9536972.0, 9536707.0, 9062059, 9393505, 9164242, 10184667, 10311651, 10312753, 9536792, 9558902.0, 9266824.0, 10311648, 10317015, 9952211, 9889244, 9947332.0, 9266879, 9188334, 9186304, 9492339, 9239855, 9536863, 10306847, 9906424, 9393510.0, 9043216, 10186977, 9740774.0, 9473521, 10072911, 10072980, 10312850, 9517831, 9863736, 10082707, 9812700, 9188246.0, 10072982, 9536306.0, 10071630.0, 9536986, 10439063.0, 9947312.0, 9536801.0, 9536284.0, 9969814, 10072992, 10108376.0, 9389779.0, 9873374, 9207867, 9849155, 9536758.0, 9348222.0, 9283840.0, 9906984, 9995642, 9958289.0, 9536780.0, 10073241, 10073852.0, 9858712, 9537073, 9792578, 9537128, 9047133.0, 9536772.0, 9517917.0, 9680459, 9537067, 9537069, 9947367.0, 9207860, 9892537.0, 10422080, 9616696, 10252050, 10481599, 9773029, 9404647]
fisso	[9781940, 9452940, 10304517, 9107404, 9829846, 9074018, 10203345.0, 10100728.0, 9230411, 9454344, 9265750, 9419581, 10188087, 9349877, 9829150, 9261921, 9170355.0, 9908193, 10469945, 9462621, 10199615, 9402122, 9753657.0, 9133784, 9292938.0, 10152102, 9168751, 9320228, 9546288.0, 9999452, 9864086]
scolpito	[9429385.0, 9408639.0, 10338804, 9683892, 9408325.0, 9922111.0, 10492828.0, 10001344.0]
ultrasuono	[]
radiofonico	[9043247.0, 9176035.0]
ripieno	[10290232.0, 10157262, 10120161.0, 9780229, 9678205, 9779847, 9957607, 9224938.0, 10156272, 10098190.0]
shopping	[10228117, 9593931.0, 9741760.0, 9741764.0, 9874859, 9835991.0, 10034283]
alligatore	[9756590, 9986365]
incubo	[10170880.0, 9539690.0, 10381763, 10398710, 9446912, 10349144, 9319662, 9141588, 9928786, 9325762, 10319957.0, 10474317.0, 10253071, 10198665, 10442593, 9482117.0, 10251871.0, 9796274, 10037087, 9994838, 10198419, 9224970, 9073408, 9326812, 10085227, 9763722, 9771160, 9290209, 9681960, 9804027.0, 9729270, 9342992, 10198362, 9834840, 9771015, 9834976, 9447420, 9715492.0, 10483291.0, 9617090.0, 10004664, 10320757, 9489251.0, 9495468, 9919102, 10066479, 9636413, 9501721, 10214472, 9675496, 10069058, 10102680, 10478832, 9155817, 10048085, 9719570, 9015870, 10473644, 9661195, 9758143, 10405847, 9111049, 10409961, 10198884, 9675497.0, 9291373, 10198294.0]
menzogna	[10217013, 10074481.0, 9177710.0, 10216878.0, 9408321, 10113908, 9274090.0, 10408513.0, 10113855.0, 9326728.0, 10029387, 9398314, 9817788.0, 10327809, 9074198, 10080981, 9459765.0, 9490105.0, 9294887, 10077658, 10333702, 9451977.0, 9078891, 9603893, 10109484.0, 10165668.0, 9451953, 9558595.0, 10248949.0, 9467733.0]
manuale	[10391613.0, 9702980, 9746851, 9802864, 10173693, 9549980.0, 9903644.0, 9868401, 9549798.0, 10400886.0, 10105301.0, 10292620.0, 10388689, 9706120.0, 10105479, 10388228.0, 9999430, 9999443, 10105169, 9758200, 10124009, 10435873, 10387992.0, 9142690.0, 9484325.0, 10292764, 9799803.0, 9566271, 10484952, 9897550, 9936675, 10388213, 9639826, 10363084, 10327572, 10173386, 10432382.0, 10341722.0, 9891875.0, 10289354, 9657760.0, 9433838, 9688303.0, 9897542.0, 9710256.0, 9970946, 10105176, 10342615.0, 10090042, 9999429.0, 9936674.0, 10432097.0, 9657767.0, 10130553.0, 10208137.0]
sciogliere	[10440239, 9549653.0, 9987366.0, 10457488.0, 9933959.0, 10032279.0, 9986674.0, 9986689.0, 9986690.0, 9986729.0, 9986730.0, 9987362.0, 9987375.0, 10085344, 9754350, 9322501, 10432755, 9567593, 9209625, 9265126, 9811479.0, 10160394.0, 10024068.0, 9834931.0, 9421557.0, 9660580, 9875919]
fosso	[9161567.0, 10252828.0, 9566556.0, 9264706.0, 9678792.0, 9566979, 9678793.0, 9233212, 9445595, 9580312, 10236392.0, 9678785.0, 9515273, 9580304, 9678779, 10289670.0, 9323094, 9704452, 9704455, 9630926, 9678787, 9678786.0, 9165661.0]
gamberoni	[10453820.0]
mania	[10338489, 9074987, 9177028, 9106028, 9043608.0, 10427227.0, 9994286.0, 10375425.0, 9576523.0, 10111438.0, 9723673, 9151308, 10408486.0, 9735643.0, 9200311.0, 9792919.0, 9872051.0, 9436350.0, 9253851.0, 9253852.0, 9253247, 9457900, 9068278]
indagine	[10032622.0, 9619698.0, 9135050.0, 10291589.0, 9451329, 9802818.0, 10376248.0, 10211078, 9489489.0, 9618696, 9484345.0, 10065717, 9619885, 9171806.0, 10065749, 9612224.0, 9768337.0, 9984932.0, 10156932, 10320354]
teologia	[10057229.0, 9467272.0, 9888808, 9467282.0, 10303859, 9320875, 9322073.0, 9559977]
agricoltura	[9893083]
influenzare	[9218009, 10060030, 9426786, 10377051, 9903561.0, 9202715.0, 10286077.0, 9795698.0, 9166543, 10222565, 9196426.0, 9318693, 9677680, 9837640.0, 10131081, 9301209, 9359803.0, 9909528.0, 9953649.0, 10434577, 10353447, 10059459.0, 9378026, 9556365]
impero	[9005656.0, 9286216.0, 9683657, 9608331, 10364963, 9718395.0, 10336375, 10321641.0, 9005627.0, 10321424.0, 9994784.0, 9335656, 9440518.0, 10192283.0, 9687519, 9297472, 10321643.0, 10321439.0, 10437730, 9089055.0, 9825203.0, 10246574, 9468394.0, 9807714.0, 9329551]
carattere	[9732692, 9716673, 9137139.0, 10385795, 9169652, 9499262, 9394506.0, 9671776.0, 10313005.0, 9411296, 10170797, 9161969, 9797265, 9557676.0, 10113908, 9326970.0, 10262774, 9875864, 9196987, 10020300, 10298695.0, 9664201.0, 10124558.0, 10020325, 9921201.0, 10493131, 9415641.0, 9211835.0, 9568173.0, 9568293.0, 9086628.0, 10170887.0, 9099628, 10249292, 10032951.0, 10397529.0, 9290473, 9206262, 9558192.0, 9342370.0, 10449627, 10041336.0, 9326070, 9131212, 9498425, 9306385, 9748799.0, 10122623, 10048640, 9312337, 9325709.0, 10431297, 10090240, 10086856, 10003861.0, 9528505, 9122773, 9415158, 9815047, 9497061, 10498876.0, 10122712, 9273422.0, 9992627.0, 10399308.0, 9896764.0, 9799872.0, 9714477, 10080875, 9290466, 10365499, 9957039, 9497060, 9074407, 10314181, 9078152, 10298696, 9848915, 10120369, 9473007.0, 9273732, 9415146, 10467797, 10449626, 9290467, 9275588.0, 9351974, 9142019.0, 9210525.0, 9573615, 9247440.0, 9206274.0, 9014480.0, 10348599.0, 9648279.0, 9529108.0, 9348943.0, 9561617.0, 9541278, 10045441, 9821647, 9697574.0, 10324957, 10040388.0, 10404611, 9156426.0, 9345229.0, 9055551, 9245084, 10309704.0]
navigazione	[10058597.0, 10129078.0, 10058476.0, 10313192, 9640893.0, 9381075, 9034104.0, 10437863.0, 10105222, 9239538, 9329578, 10105301.0, 10069747.0, 9089440.0, 10056361.0, 9897391, 10359385.0, 9156827, 10070035.0, 10058405.0, 9235172, 10431580.0, 10058404.0, 10070218, 9527102, 9426302.0, 9543138, 10454770, 10373162, 9969433, 9032707, 10371485.0, 9750481.0, 10313574.0, 9584043.0, 9331476, 10437864, 10208125, 10105259, 10104744.0, 9342718, 9032724]
lente	[9965164.0, 10059248, 9554287.0, 9790911.0, 9349793, 10322632.0, 10143508.0, 9421560, 9565463, 10447708.0, 9568525.0, 9449636.0, 10099435, 9552040, 10112710, 10447066]
