LEMMA	POS	SENT_ID	N/A	N/A		SENT_ID	N/A	N/A		SENT_ID	N/A	N/A		POLYSEMY	ENOUGH_CONTEXT_SENTENCES?
multimediale	ADJ		N/A	N/A			N/A	N/A			N/A	N/A			
invenzione	NOM	4700345	Il cellulare è un'invenzione senza cui non possiamo vivere.	Das Mobiltelefon ist eine Erfindung, ohne die wir nicht leben können.		7713787	Avete già visto la nuova invenzione di Tom?	Habt ihr schon Toms neueste Erfindung gesehen?		374605	La radio è una grande invenzione.	Das Radio ist eine großartige Erfindung.			X
modello	NOM	1677491	Sarkozy ha difeso un modello di crescita sostenibile.	Sarkozy verteidigte ein Modell des nachhaltigen Wachstums.		10022041	È un modello precedente alle auto catalitiche, quindi va ancora con la benzina normale.	Ein Modell, das vor der Zeit der Katalysatoren gebaut wurde. Es läuft also gut mit Normalbenzin.		9633386	La Yamaha è per i campioni, con un modello diverso per ogni corsa.	Yamaha ist von Champions entworfen, mit Modellen für alle Fahrkonzepte.		modello di macchina un modello che gli adulti non devono copiare	X
fiscale	ADJ	9640775	Questo significa, Signor Halder, che trascorrerà i prossimi 20 anni in una prigione federale per frode fiscale.	Dafür sitzen Sie die nächsten 20 Jahre wegen Steuerhinterziehung im Bundesgefängnis.			N/A	N/A			N/A	N/A			
allegare	VER	350371	Come da tua richiesta, allego una mia foto.	Wie von dir erbeten, lege ich ein Bild von mir bei.			N/A	N/A			N/A	N/A			
repubblica	NOM	2458125	Cosa sapete sulla Repubblica Democratica Tedesca?	Was wissen Sie über die DDR?		9446232	Gli Stati Uniti sono una repubblica, e una repubblica è uno stato in cui la gente è il capo.	Die Vereinigten Staaten sind eine Republik, und eine Republik ist ein Staat, in dem das Volk der Boss ist.		10007813	Mi faccio proclamare re della repubblica.	Dann mache ich mich zum König der Republik.			X
derubare	VER	10162692	perdesse il lavoro, si metterebbe a derubare la gente per strada?	wenn er etwa seinen Job verlöre, Leute auf der Straße überfallen würde.		9643882	Si pensa sempre che ci siano i ladri in agguato che ci vogliono derubare.	Es scheint mir immer, als lauerten überall Diebe und wollten uns bestehlen.		9274923	Hanno già cercato di derubare mia madre.	Mutters Schmuck wurde schon einmal fast gestohlen.			X
svedese		2448087	La Svezia si chiama “Sverige“ in svedese.	Schweden heißt auf Schwedisch “Sverige“.			N/A	N/A			N/A	N/A			
conclusione	NOM	3654930	È l'unica conclusione possibile.	Es ist die einzig mögliche Schlussfolgerung.		9539529	È un circolo vizioso. E possiamo discutere ore senza arrivare ad una conclusione.	Darüber könnten wir lange ergebnislos diskutieren.		9489489	La mia indagine ha portato ad una conclusione stupefacente!	Während meiner Untersuchungen kam ich zu einem verblüffenden Schluss.			X
requisito	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
ammalare	VER	2878565	Ci si ammala facilmente in un clima come quello.	Man wird leicht krank in einem Klima wie diesem.		2206057	Non poté andare alla festa, perché era ammalato.	Er konnte nicht auf die Party gehen, weil er krank war.		1086137	Ha lavorato così duramente che alla fine si è ammalato.	Er hat so hart gearbeitet, dass er schließlich krank geworden ist.			X
distruggere	VER	1137657	Il fuoco distrusse completamente l'edificio.	Das Feuer zerstörte das Gebäude vollständig.		3296228	Hitler aveva progettato di distruggere il popolo ebraico. Va detto che questo piano non è riuscito.	Hitler hatte geplant, das jüdische Volk zu vernichten. Man muss sagen, dass dieser Plan gescheitert ist.		9487889	Scopo della guerra è infliggere il massimo danno al nemico, distruggere la sua capacità di resistenza.	Der Sinn des Krieges ist, dem Feind größtmöglichen Schaden zuzufügen, seinen Widerstand zu brechen.			X
combinazione	NOM	503559	Personalmente, trovo il gelato alla stracciatella una combinazione poco riuscita.	Ich persönlich finde Stracciatellaeis eine wenig gelungene Kombination.		9277459	I libri sono in cassaforte, e la combinazione non ve la do.	Die Bücher sind im Tresor, die Kombination gebe ich Ihnen nicht.		10358255	La combinazione è uno, due, tre, quattro, cinque.	Die Kombination ist also eins, zwei, drei, vier, fünf.			X
pianista	NOM	500227	Il signore è un pianista molto famoso.	Der Herr ist ein sehr bekannter Pianist.		9211911	Sono il pianista che ha suonato per lei poco fa.	Ich habe Sie eben am Klavier begleitet.		9406034	Ma adesso tu sei un pianista celebre.	Aber jetzt bist du ja ein großer Mann.			X
scottare	VER		N/A	N/A			N/A	N/A			N/A	N/A		scottarsi	
tariffa	NOM	9143630	Buon per lei. Ora non ho bisogno di soldi ma la mia tariffa sarà $25 al giorno più le spese.	Mein Ansatz ist $25 täglich plus Spesen.		9261922	Più tempo passa, più alta diventa la tariffa.	Derzeit steigt er.		10028548	Certo che a lui gli fanno pagare doppia tariffa.	Der hätte den doppelten Preis gezahlt.			X
familiare	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
ingannare	VER	3164266	Tom voleva ingannare Maria, ma lei vide attraverso le sue intenzioni e mise a punto un piano su come avrebbe potuto lasciarlo cadere nella sua trappola rapidamente.	Tom wollte Maria hereinlegen, doch sie durchschaute seine Absicht schnell und ersann einen Plan, wie sie ihn in seine eigene Falle tappen lassen konnte.		1606313	L'istituto di investimento ha ingannato i clienti nel far comprare loro azioni senza valore.	Die Investmentgesellschaft hat ihre Klienten betrogen, indem sie ihnen Aktien ohne Wert verkaufte.		9517703	Mi fido di lui. È troppo ingenuo per ingannare qualcuno.	Er wird mich nicht betrügen.			X
curatore	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
legame	NOM	9099844	Tu e David avete vissuto 3 anni assieme e tra voi esiste un legame che non è facile rimuovere.	Du und David wart drei Jahre zusammen, und ob du es einsiehst oder nicht, euch verbindet etwas, das nicht leicht gebrochen werden kann.		9799367	Era una grande storia. Un legame molto romantico.	Sie hatten eine romantische Verbindung.		9877849	Interromperò ogni legame fra noi due.	Alle Bande der Natur,			X
probabilità	NOM	10473799	Chi vive con i fumatori ha il 62%% di probabilità di avere il cancro?	Die Krebsrate ist bei Nichtrauchern, die mit Rauchern leben, 62% höher.		9430267	In ogni caso ci sono poche probabilità che io sia il padre.	Ich bezweifle meine Vaterschaft.		10167416	Diciamo che ci sono nove probabilità su dieci che sia lui.	Die Chancen stehen 9:10, dass er es ist.			X
contatto	NOM	350360	Non sono riuscito a mettermi in contatto con lui.	Ich konnte keinen Kontakt mit ihm aufnehmen.		755316	Spero che saremo in grado di tenerci in contatto.	Ich hoffe, wir schaffen es, in Kontakt zu bleiben.		2437991	La conoscenza di una seconda lingua offre al bambino svariate opportunità. Gli permette una comunicazione più ampia, lo mette in contatto con altre culture, favorisce la sua apertura mentale e il suo senso della tolleranza, stimola la sua creatività, migliora la stima di sé, migliora la sua capacità di relazioni sociali. L'uso in famiglia di una seconda lingua arricchisce l'ambiente del bambino di stimoli che favoriscono il suo sviluppo intellettivo.	Die Kenntnis einer zweiten Sprache bietet dem Kind vielfältige Möglichkeiten. Sie ermöglicht eine umfassendere Kommunikation, bringt es in Kontakt mit anderen Kulturen, fördert seine Aufgeschlossenheit und seinen Sinn für Toleranz, regt seine Kreativität an, verbessert sein Selbstwertgefühl und seine soziale Kompetenz. Der Gebrauch einer zweiten Sprache in der Familie bereichert die Umgebung des Kindes mit Reizen, die seine geistige Entwicklung begünstigen.		rimanere in contatto contatto su social media	X
entusiasmo	NOM	382832	Non mostra entusiasmo per il suo lavoro.	Sie lässt für ihre Arbeit keine Begeisterung erkennen.		4915198	Pian piano l'entusiasmo lascia spazio ai dubbi e all'incertezza.	Allmählich macht die Begeisterung Zweifeln und Unsicherheit Platz.		10492908	È fantastico vederti abbracciare la vita con entusiasmo.	Das ist wirklich schön. Schön, dass du das Leben umarmst.			X
apprezzare	VER	2137491	Apprezzo molto la vita in città.	Ich schätze das Stadtleben sehr.		1227329	Meno male che c'è qualcuno che apprezza le mie fatiche.	Zum Glück ist einer da, der meine Anstrengungen schätzt.		2198475	Una persona sana non può apprezzare il valore della salute.	Ein gesunder Mensch kann die Gesundheit nicht wertschätzen.			X
altezza	NOM	9361677	Un metro e ottanta di altezza. Carnagione scura. Capello nero e riccio.	Er ist 1,80 groß und hat welliges, dunkles Haar.		10149027	Un uomo giovane, altezza media, capelli bruni.	Ein junger Mann, mittelgroß, braunes Haar,		9194720	Sospettato descritto come uomo bianco, età 20 anni, altezza 1,76.	Beschreibung des Verdächtigen. Männlich, weiß, Alter ca. 20 , Größe 1.75 m			X
presenza	NOM	10438236	Capitano, rilevo la presenza di Vita umana sul pianeta.	Captain, menschliche Lebensformen auf dem Planeten.		9281593	Come osate fumare in mia presenza senza il mio permesso?	Wie können Sie es wagen, hier ohne meine Erlaubnis zu rauchen?		10386269	Papà ha detto che la nostra presenza qui per il weekend Io metteva a disagio.	(Laura) Vater wollte uns nicht über das Wochenende hier haben.			X
impegnare	VER		N/A	N/A			N/A	N/A			N/A	N/A			
pigrizia	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
tomba	NOM	4718301	Che silenzio di tomba che c'è in questa biblioteca!	Was für eine Grabesstille in dieser Bibliothek herrscht!		10165385	Ogni domenica mattina vado al cimitero a portare i fiori sulla sua tomba.	Jeden Sonntag fahre ich zum Friedhof und stelle ihm Blumen aufs Grab.		9396090	E faremo in modo che sulla tua tomba ci siano sempre fiori freschi.	Und wir stellen dir immer frische Blumen aufs Grab.			X
ampliare	VER	9889716	Per iniziare il sindaco intende ampliare il ruolo delle donne nella polizia.	Zuerst einmal wünscht Seine Ehren, dass die Mitarbeit von Frauen in erheblichem Maße gesteigert wird.			N/A	N/A			N/A	N/A			
agitazione	NOM	9593796	Tutta la vita è così piena di preoccupazioni, di agitazione:	Das ganze Leben lang so viele Sorgen und Probleme.		9500055	È Pierre che ti ha messa in questo stato di agitazione. Ma cosa è venuto a fare?	Hat Pierre dich in diesen Zustand gebracht?		10246384	Spero di non essere io la causa di tanta agitazione.	Ich hoffe, Sie streiten sich nicht meinetwegen.			X
scambio	NOM	2421669	Ci deve essere uno scambio di persona. Io non sono Tom.	Es muss sich hier um eine Verwechslung handeln. Ich bin nicht Tom.		10377647	Per proporvi uno scambio: Voi ci aiutate e noi diamo qualcosa alla Federazione.	Wir haben einen Vorschlag, der für uns beide von Nutzen sein könnte.		9031388	La prego solo di capire che questo è uno scambio, la sua libertà in cambio della mia.	Und bitte begreifen Sie, das ist ein Handel, Ihre Freiheit für meine Freiheit.			X
montascale	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
mantenere	VER	727153	Mantiene sempre la sua parola.	Sie hält immer Wort.		1516964	È un uomo che mantiene sempre le promesse.	Er ist ein Mann, der seine Versprechen immer hält.		979782	Spero che riusciamo a mantenere il contatto.	Ich hoffe, dass wir Kontakt halten können.			X
ambiente	NOM	999987	L'energia solare non minaccia l'ambiente.	Sonnenenergie ist umweltfreundlich.			N/A	N/A			N/A	N/A		ambiente naturale	
scomparso	ADJ	10319624	Il segnale è scomparso! Abbiamo perso contatto coi nostri.	Wir verloren den Funkkontakt zu unserem Trupp auf dem Planeten.		9817328	Forse potrà dirci perché Arthur è scomparso in modo così misterioso.	Vielleicht kann es uns etwas über Arthurs geheimnisvolles Verschwinden sagen.		9619736	Da quattro settimane è scomparso, senza lasciare indirizzo.	Seit vier Wochen ist er spurlos verschwunden.		different POS in the context sentences but ok for meaning	X
istituto	NOM	538991	Ho comprato un poster all'Istituto del Mondo Arabo di Parigi e l'ho fatto incorniciare.	Ich habe ein Poster am Arab World Institute in Paris gekauft und es einrahmen lassen.			N/A	N/A			N/A	N/A			
contattare	VER	1073334	Come posso contattare un dottore che parla giapponese?	Wie kann ich mit einem Japanisch sprechenden Arzt Kontakt aufnehmen?		10121225	Vi porto in un posto dove potrete contattare i vostri genitori e dirgli che state bene.	Ich kenn einen Ort, von wo Sie Ihren Eltern funken können, dass Sie in Sicherheit sind.		10124975	Sono due settimane che non riesco a contattare nessuno.	Seit über zwei Wochen habe ich keinen von denen erreicht!			X
opinione	NOM	388814	Se due uomini hanno sempre la stessa opinione, uno dei due è inutile.	Wenn zwei Menschen immer die gleiche Meinung haben, ist einer von ihnen überflüssig.		4853062	Rispetto le tue opinioni e il tuo diritto di esprimerle.	Ich respektiere deine Auffassungen und dein Recht, sie zum Ausdruck zu bringen.		423778	La mia opinione è completamente diversa dalla tua.	Meine Meinung unterscheidet sich gänzlich von deiner.			X
ventenne	ADJ	9045476	Incredibile. Sembra ancora una ventenne.	Sie sieht immer noch wie 20 aus.			N/A	N/A			N/A	N/A			
massa	NOM	1325453	Da dove deriva il mare? Come ebbero origine le grandi masse di acqua salata?	Woher stammt das Meer? Wie entstanden die großen Salzwassermassen?		10059519	Se guardiamo il sistema solare di profilo e spostiamo il Sole tutto a sinistra vediamo che i piccoli pianeti terrestri quelli con massa simile alla Terra, sono vicini al Sole.	In der Seitenansicht des Sonnensystems mit der Sonne links außerhalb sehen wir die kleinen erdähnlichen Planeten von der Größe der Erde näher an der Sonne.		9319354	Esiste un rapporto tra massa e velocità.	Es gibt ein Verhältnis zwischen Masse und Geschwindigkeit.		massa grassa	X
consigliare	VER	527178	Ti consiglio di fare assolutamente una gita a Ferrara e a Ravenna.	Ich empfehle dir wärmstens einen Ausflug nach Ferrara und Ravenna.		350630	Il mio insegnante di inglese mi ha consigliato di leggere questi libri.	Mein Englischlehrer hat mir geraten, diese Bücher zu lesen.		3650563	Vi consiglio di smettere di fumare.	Ich rate dir, mit dem Rauchen aufzuhören.			X
calore	NOM	2577344	Il sole fornisce luce e calore.	Die Sonne gibt Licht und Wärme.		379772	Il calore è una forma di energia.	Wärme ist eine Energieform.		379771	Un motore a vapore trasforma il calore in energia.	Eine Dampfmaschine setzt Hitze in Energie um.			X
comune	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
comune	ADJ	1152804	Basterebbe che l'Unione Europea cominciasse a usare l'esperanto e tutto il mondo lo userebbe come lingua comune mondiale.	Es würde reichen, wenn die Europäische Union anfinge, Esperanto zu benutzen, und die ganze Welt würde es als gemeinsame Sprache verwenden.		1806206	Veramente filosofare è attività comune a tutti gli esseri umani.	Tatsächlich ist Philosophieren eine Tätigkeit, die allen menschlichen Wesen gemeinsam ist.		3003302	Sono sicuro che noi abbiamo molto in comune.	Ich weiß sicher, dass wir viel gemein haben.			X
bozza	NOM	10288316	Ho una prima bozza di quello che ho scritto.	Nein, ich habe einen ersten Entwurf fertig.		9322076	Avanti, leggi pure la bozza, basta che JJ non lo venga a sapere.	Meinetwegen können Sie die Kolumne schon sehen, solange J.J. Es nicht weiß.		9023776	Ecco la nuova bozza del trattato con Cromwell, Vostra Maestà.	Hier ist der neue Vertragsentwurf mit Cromwell, Eure Majestät.			X
gridare	VER	3239441	Gridava ma nessuno la sentiva.	Sie schrie, aber keiner hörte sie.		9459110	Ero così spaventata e volevo quasi gridare, ma il giudice è stato molto gentile con me.	Ich habe mich so erschreckt, dass ich fast geschrien hätte. Aber der Richter war sehr liebenswürdig.		9377246	Credo che nessuno possa evitare di gridare quando è terrorizzato.	Ich glaube, dass jeder schreien muss, wenn er dermaßen verängstigt ist.			X
migliorare	VER	1798069	Non mi sembra che la situazione sia migliorata.	Ich habe nicht den Eindruck, dass sich die Lage gebessert hat.		2998340	E allora che facciamo per migliorare la situazione?	Und, was machen wir jetzt, um die Situation zu verbessern?		9512767	Alimentazione, salute psicologica ed esercizi per migliorare il fisico.	Ernährung, psychische Gesundheit und das Fitnessprogramm.			X
